pktcount,bytecount,dur,flows,tot_kbps,label
13891.0,11715112.0,616.0,7.0,3123.0,0.0
33403.0,29784896.0,1352.0,12.0,13656.0,1.0
19073.0,15885087.0,841.0,8.0,4948.0,0.0
14082.0,11897298.0,623.0,7.0,3170.0,1.0
14081.0,11896437.0,623.0,7.0,3170.0,0.0
17121.0,14331698.0,727.0,7.0,4176.0,1.0
14082.0,11897298.0,623.0,7.0,3170.0,0.0
14092.0,11917127.0,624.0,7.0,3175.0,1.0
13755.0,11590786.0,606.0,7.0,3071.0,0.0
14082.0,11897298.0,623.0,7.0,3170.0,1.0
14081.0,11896437.0,623.0,7.0,3170.0,0.0
14082.0,11897298.0,623.0,7.0,3170.0,1.0
13891.0,11715112.0,616.0,7.0,3123.0,0.0
14081.0,11896437.0,623.0,7.0,3170.0,1.0
13755.0,11590786.0,606.0,7.0,3071.0,0.0
14082.0,11897298.0,623.0,7.0,3170.0,1.0
14081.0,11896437.0,623.0,7.0,3170.0,0.0
14092.0,11917127.0,624.0,7.0,3175.0,1.0
13755.0,11590786.0,606.0,7.0,3071.0,0.0
14082.0,11897298.0,623.0,7.0,3170.0,1.0
14081.0,11896437.0,623.0,7.0,3170.0,0.0
33403.0,29784896.0,1352.0,12.0,13656.0,1.0
19073.0,15885087.0,841.0,8.0,4948.0,0.0
14082.0,11897298.0,623.0,7.0,3170.0,1.0
14081.0,11896437.0,623.0,7.0,3170.0,0.0
17121.0,14331698.0,727.0,7.0,4176.0,1.0
14082.0,11897298.0,623.0,7.0,3170.0,0.0
14092.0,11917127.0,624.0,7.0,3175.0,1.0
13755.0,11590786.0,606.0,7.0,3071.0,0.0
14082.0,11897298.0,623.0,7.0,3170.0,1.0
14081.0,11896437.0,623.0,7.0,3170.0,0.0
14092.0,11917127.0,624.0,7.0,3175.0,1.0
13755.0,11590786.0,606.0,7.0,3071.0,0.0
14082.0,11897298.0,623.0,7.0,3170.0,1.0
14081.0,11896437.0,623.0,7.0,3170.0,0.0
17121.0,14331698.0,727.0,7.0,4176.0,1.0
14082.0,11897298.0,623.0,7.0,3170.0,0.0
14092.0,11917127.0,624.0,7.0,3175.0,1.0
13755.0,11590786.0,606.0,7.0,3071.0,0.0
14082.0,11897298.0,623.0,7.0,3170.0,1.0
14081.0,11896437.0,623.0,7.0,3170.0,0.0
33403.0,29784896.0,1352.0,12.0,13656.0,1.0
19073.0,15885087.0,841.0,8.0,4948.0,0.0
14082.0,11897298.0,623.0,7.0,3170.0,
44154.812,6443630.819,81.958,6.741,4.941,0.0
23444.937,36001435.737,867.874,5.372,8687.902,1.0
137414.942,15173714.851,1083.719,7.845,11862.938,1.0
251843.716,9336728.865,1577.935,16.913,15952.942,0.0
144632.361,5271439.731,1571.908,7.834,2032.937,0.0
144006.365,10459526.906,1882.927,17.832,2053.902,1.0
221311.878,11254170.878,719.913,2.845,4.923,0.0
92214.845,7465038.845,618.902,3.845,10.912,1.0
270792.912,9365020.912,1545.921,14.842,2056.937,0.0
152086.932,7245034.932,1680.923,8.845,20.912,1.0
84714.812,5430863.812,819.908,6.841,8.932,0.0
254893.716,9376728.716,1517.935,16.813,15952.942,1.0
148632.361,5271439.361,1511.908,7.844,2032.937,1.0
148006.365,10459526.365,1882.927,17.842,2053.902,0.0
226311.878,11254170.878,719.913,2.845,4.923,1.0
99214.845,7465038.845,618.902,3.845,10.912,0.0
275792.912,9365020.912,1545.921,14.842,2056.937,1.0
157086.932,7245034.932,1680.923,8.845,20.912,0.0
89714.812,5430863.812,819.908,6.841,8.932,1.0
250893.716,9376728.716,1517.935,16.813,15952.942,0.0
144632.361,5271439.361,1511.908,7.844,2032.937,1.0
144006.365,10459526.365,1882.927,17.842,2053.902,0.0
221311.878,11254170.878,719.913,2.845,4.923,1.0
92214.845,7465038.845,618.902,3.845,10.912,0.0
270792.912,9365020.912,1545.921,14.842,2056.937,1.0
152086.932,7245034.932,1680.923,8.845,20.912,0.0
84714.812,5430863.812,819.908,6.841,8.932,1.0
254893.716,9376728.716,1517.935,16.813,15952.942,0.0
148632.361,5271439.361,1511.908,7.844,2032.937,1.0
148006.365,10459526.365,1882.927,17.842,2053.902,0.0
226311.878,11254170.878,719.913,2.845,4.923,1.0
99214.845,7465038.845,618.902,3.845,10.912,0.0
275792.912,9365020.912,1545.921,14.842,2056.937,1.0
157086.932,7245034.932,1680.923,8.845,20.912,0.0
89714.812,5430863.812,819.908,6.841,8.932,1.0
250893.716,9376728.716,1517.935,16.813,15952.942,0.0
144632.361,5271439.361,1511.908,7.844,2032.937,1.0
144006.365,10459526.365,1882.927,17.842,2053.902,0.0
221311.878,11254170.878,719.913,2.845,4.923,1.0
92214.845,7465038.845,618.902,3.845,10.912,0.0
270792.912,9365020.912,1545.921,14.842,2056.937,1.0
152086.932,7245034.932,1680.923,8.845,20.912,0.0
84714.812,5430863.812,819.908,6.841,8.932,1.0
254893.716,9376728.716,1517.935,16.813,15952.942,0.0
148632.361,5271439.361,1511.908,7.844,2032.937,1.0
148006.365,10459526.365,1882.927,17.842,2053.902,0.0
226311.878,11254170.878,719.913,2.845,4.923,1.0
99214.845,7465038.845,618.902,3.845,10.912,0.0
275792.912,9365020.912,1545.921,14.842,2056.937,1.0
157086.932,7245034.932,1680.923,8.845,20.912,0.0
89714.812,5430863.812,819.908,6.841,8.932,1.0
250893.716,9376728.716,1517.935,16.813,15952.942,0.0
144632.361,5271439.361,1511.908,7.844,2032.937,1.0
144006.365,10459526.365,1882.927,17.842,2053.902,0.0
221311.878,11254170.878,719.913,2.845,4.923,1.0
92214.845,7465038.845,618.902,3.845,10.912,0.0
270792.912,9365020.912,1545.921,14.842,2056.937,1.0
152086.932,7245034.932,1680.923,8.845,20.912,0.0
84714.812,5430863.812,819.908,6.841,8.932,1.0
254893.716,9376728.716,1517.935,16.813,15952.942,0.0
148632.361,5271439.361,1511.908,7.844,2032.937,1.0
148006.365,10459526.365,1882.927,17.842,2053.902,0.0
226311.878,11254170.878,719.913,2.845,4.923,1.0
99214.845,7465038.845,618.902,3.845,10.912,0.0
275792.912,9365020.912,1545.921,14.842,2056.937,1.0
157086.932,7245034.932,1680.923,8.845,20.912,0.0
89714.812,5430863.812,819.908,6.841,8.932,1.0
250893.716,9376728.716,1517.935,16.813,15952.942,0.0
144632.361,5271439.361,1511.908,7.844,2032.937,1.0
144006.365,10459526.365,1882.927,17.842,2053.902,0.0
221311.878,11254170.878,719.913,2.845,4.923,1.0
92214.845,7465038.845,618.902,3.845,10.912,0.0
270792.912,9365020.912,1545.921,14.842,2056.937,1.0
152086.932,7245034.932,1680.923,8.845,20.912,0.0
84714.812,5430863.812,819.908,6.841,8.932,1.0
254893.716,9376728.716,1517.935,16.813,15952.942,0.0
148632.361,5271439.361,1511.908,7.844,2032.937,1.0
148006.365,10459526.365,1882.927,17.842,2053.902,0.0
226311.878,11254170.878,719.913,2.845,4.923,1.0
99214.845,7465038.845,618.902,3.845,10.912,0.0
275792.912,9365020.912,1545.921,14.842,2056.937,1.0
157086.932,7245034.932,1680.923,8.845,20.912,0.0
89714.812,5430863.812,819.908,6.841,8.932,1.0
250893.716,9376728.716,1517.935,16.813,15952.942,0.0
144632.361,5271439.361,1511.908,7.844,2032.937,1.0
144006.365,10459526.365,1882.927,17.842,2053.902,0.0
221311.878,11254170.878,719.913,2.845,4.923,1.0
92214.845,7465038.845,618.902,3.845,10.912,0.0
270792.912,9365020.912,1545.921,14.842,2056.937,1.0
152086.932,7245034.932,1680.923,8.845,20.912,0.0
84714.812,5430863.812,819.908,6.841,8.932,1.0
254893.716,9376728.716,1517.935,16.813,15952.942,0.0
148632.361,5271439.361,1511.908,7.844,2032.937,1.0
148006.365,10459526.365,1882.927,17.842,2053.902,0.0
226311.878,11254170.878,719.913,2.845,4.923,1.0
99214.845,7465038.845,618.902,3.845,10.912,0.0
275792.912,9365020.912,1545.921,14.842,2056.937,1.0
157086.932,7245034.932,1680.923,8.845,20.912,0.0
89714.812,5430863.812,819.908,6.841,8.932,1.0
250893.716,9376728.716,1517.935,16.813,15952.942,0.0
134545.812,5271439.819,1081.958,6.741,4.941,0.0
23444.937,36001435.737,867.874,5.372,8687.902,1.0
137414.942,15173714.851,1083.719,7.845,11862.938,1.0
251843.716,9336728.865,1577.935,16.913,15952.942,0.0
144632.361,5271439.731,1571.908,7.834,2032.937,0.0
144006.365,10459526.906,1882.927,17.832,2053.902,1.0
2541.0,1130301.0,71.0,4.0,0.0,0.0
13892.0,11784220.0,209.0,7.0,1410.0,1.0
25264.0,5643717.0,355.0,9.0,3279.0,1.0
23987.0,11673040.0,552.0,5.0,5382.0,0.0
1341.0,1446722.0,124.0,6.0,2.0,1.0
39074.0,14454492.0,619.0,3.0,1809.0,0.0
53900.0,14058396.0,869.0,7.0,7117.0,1.0
10164.0,14774586.0,212.0,4.0,788.0,0.0
42936.0,11298811.0,744.0,4.0,5900.0,1.0
23408.0,8485033.0,382.0,9.0,4273.0,0.0
13647.0,14253318.0,263.0,6.0,1035.0,1.0
20689.0,8222345.0,547.0,2.0,3140.0,0.0
37705.0,12834598.0,822.0,7.0,7020.0,1.0
16091.0,14377790.0,301.0,4.0,1808.0,0.0
45316.0,14054727.0,940.0,5.0,9077.0,1.0
48165.0,14256050.0,1050.0,2.0,20581.0,0.0
14508.0,11802224.0,224.0,7.0,1532.0,1.0
27006.0,13732615.0,428.0,6.0,4384.0,0.0
13346.0,14662300.0,122.0,3.0,0.0,1.0
39892.0,14754423.0,621.0,9.0,7018.0,0.0
36067.0,12591935.0,784.0,4.0,5140.0,1.0
8572.0,14203841.0,179.0,2.0,4.0,0.0
48449.0,12569902.0,1058.0,5.0,8653.0,1.0
12062.0,14783736.0,213.0,7.0,1145.0,1.0
12444.0,8903578.0,152.0,5.0,0.0,0.0
25000.0,14553650.0,310.0,7.0,3118.0,1.0
33357.0,42773684.0,420.0,15.0,8195.0,1.0
17579.0,10502046.0,234.0,7.0,0.0,0.0
22000.0,19097310.0,353.0,11.0,6181.0,1.0
11111.0,8541118.0,125.0,5.0,0.0,0.0
15000.0,11472412.0,239.0,7.0,1.0,0.0
26000.0,147128002.0,1881.0,17.0,20580.0,1.0
13333.0,9374536.0,170.0,5.0,0.0,0.0
20444.0,14665924.0,376.0,9.0,5819.0,1.0
25000.0,17298724.0,340.0,7.0,3838.0,1.0
24444.0,13209388.0,322.0,7.0,0.0,0.0
27000.0,15350050.0,398.0,9.0,7195.0,1.0
11111.0,7818596.0,117.0,5.0,0.0,0.0
15000.0,11502046.0,238.0,7.0,1.0,0.0
26000.0,147128002.0,1881.0,17.0,20580.0,1.0
13333.0,9374536.0,170.0,5.0,0.0,0.0
20444.0,14665924.0,376.0,9.0,5819.0,1.0
25000.0,17298724.0,340.0,7.0,3838.0,1.0
24444.0,13209388.0,322.0,7.0,0.0,0.0
27000.0,15350050.0,398.0,9.0,7195.0,1.0
19111.0,13374536.0,310.0,7.0,0.0,0.0
24000.0,18502046.0,360.0,9.0,4181.0,1.0
23000.0,15453650.0,386.0,11.0,7195.0,1.0
12444.0,8903578.0,152.0,5.0,0.0,0.0
25000.0,14553650.0,310.0,7.0,3118.0,1.0
33357.0,42773684.0,420.0,15.0,8195.0,1.0
17579.0,10502046.0,234.0,7.0,0.0,0.0
22000.0,19097310.0,353.0,11.0,6181.0,1.0
16000.0,12192412.0,249.0,7.0,1.0,0.0
26000.0,147128002.0,1881.0,17.0,20580.0,1.0
13333.0,9374536.0,170.0,5.0,0.0,0.0
20444.0,14665924.0,376.0,9.0,5819.0,1.0
25000.0,17298724.0,340.0,7.0,3838.0,1.0
24444.0,13209388.0,322.0,7.0,0.0,0.0
27000.0,15350050.0,398.0,9.0,7195.0,1.0
19111.0,13374536.0,310.0,7.0,0.0,0.0
24000.0,18502046.0,360.0,9.0,4181.0,1.0
23000.0,15453650.0,386.0,11.0,7195.0,1.0
12444.0,8903578.0,152.0,5.0,0.0,0.0
25000.0,14553650.0,310.0,7.0,3118.0,1.0
33357.0,42773684.0,420.0,15.0,8195.0,1.0
17579.0,10502046.0,234.0,7.0,0.0,0.0
22000.0,19097310.0,353.0,11.0,6181.0,1.0
11111.0,8541118.0,125.0,5.0,0.0,0.0
15000.0,11472412.0,239.0,7.0,1.0,0.0
26000.0,147128002.0,1881.0,17.0,20580.0,1.0
13333.0,9374536.0,170.0,5.0,0.0,0.0
20444.0,14665924.0,376.0,9.0,5819.0,1.0
25000.0,17298724.0,340.0,7.0,3838.0,1.0
24444.0,13209388.0,322.0,7.0,0.0,0.0
27000.0,15350050.0,398.0,9.0,7195.0,1.0
19111.0,13374536.0,310.0,7.0,0.0,0.0
24000.0,18502046.0,360.0,9.0,4181.0,1.0
23000.0,15453650.0,386.0,11.0,7195.0,1.0
12444.0,8903578.0,152.0,5.0,0.0,0.0
25000.0,14553650.0,310.0,7.0,3118.0,1.0
33357.0,42773684.0,420.0,15.0,8195.0,1.0
17579.0,10502046.0,234.0,7.0,0.0,0.0
22000.0,19097310.0,353.0,11.0,6181.0,1.0
16000.0,12192412.0,249.0,7.0,1.0,0.0
26000.0,147128002.0,1881.0,17.0,20580.0,1.0
13333.0,9374536.0,170.0,5.0,0.0,0.0
20444.0,14665924.0,376.0,9.0,5819.0,1.0
25000.0,17298724.0,340.0,7.0,3838.0,1.0
24444.0,13209388.0,322.0,7.0,0.0,0.0
27000.0,15350050.0,398.0,9.0,7195.0,1.0
19111.0,13374536.0,310.0,7.0,0.0,0.0
24000.0,18502046.0,360.0,9.0,4181.0,1.0
23000.0,15453650.0,386.0,11.0,7195.0,1.0
12444.0,8903578.0,152.0,5.0,0.0,0.0
25000.0,14553650.0,310.0,7.0,3118.0,1.0
33357.0,42773684.0,420.0,15.0,8195.0,1.0
17579.0,10502046.0,234.0,7.0,0.0,0.0
22000.0,19097310.0,353.0,11.0,6181.0,1.0
11111.0,8541118.0,125.0,5.0,0.0,0.0
15000.0,11472412.0,239.0,7.0,1.0,0.0
26000.0,147128002.0,1881.0,17.0,20580.0,1.0
13333.0,9374536.0,170.0,5.0,0.0,0.0
20444.0,14665924.0,376.0,9.0,5819.0,1.0
25000.0,17298724.0,340.0,7.0,3838.0,1.0
24444.0,13209388.0,322.0,7.0,0.0,0.0
27000.0,15350050.0,398.0,9.0,7195.0,1.0
19111.0,13374536.0,310.0,7.0,0.0,0.0
24000.0,18502046.0,360.0,9.0,4181.0,1.0
23000.0,15453650.0,386.0,11.0,7195.0,1.0
12444.0,8903578.0,152.0,5.0,0.0,0.0
25000.0,14553650.0,310.0,7.0,3118.0,1.0
33357.0,42773684.0,420.0,15.0,8195.0,1.0
17579.0,10502046.0,234.0,7.0,0.0,0.0
22000.0,19097310.0,353.0,11.0,6181.0,1.0
16000.0,12192412.0,249.0,7.0,1.0,0.0
26000.0,147128002.0,1881.0,17.0,20580.0,1.0
13333.0,9374536.0,170.0,5.0,0.0,0.0
20444.0,14665924.0,376.0,9.0,5819.0,1.0
25000.0,17298724.0,340.0,7.0,3838.0,1.0
24444.0,13209388.0,322.0,7.0,0.0,0.0
27000.0,15350050.0,398.0,9.0,7195.0,1.0
19111.0,13374536.0,310.0,7.0,0.0,0.0
24000.0,18502046.0,360.0,9.0,4181.0,1.0
23000.0,15453650.0,386.0,11.0,7195.0,1.0
12444.0,8903578.0,152.0,5.0,0.0,0.0
25000.0,14553650.0,310.0,7.0,3118.0,1.0
33357.0,42773684.0,420.0,15.0,8195.0,1.0
17579.0,10502046.0,234.0,7.0,0.0,0.0
22000.0,19097310.0,353.0,11.0,6181.0,1.0
11111.0,8541118.0,125.0,5.0,0.0,0.0
15000.0,11472412.0,239.0,7.0,1.0,0.0
26000.0,147128002.0,1881.0,17.0,20580.0,1.0
13333.0,9374536.0,170.0,5.0,0.0,0.0
20444.0,14665924.0,376.0,9.0,5819.0,1.0
25000.0,17298724.0,340.0,7.0,3838.0,1.0
24444.0,13209388.0,322.0,7.0,0.0,0.0
27000.0,15350050.0,398.0,9.0,7195.0,1.0
19111.0,13374536.0,310.0,7.0,0.0,0.0
24000.0,18502046.0,360.0,9.0,4181.0,1.0
23000.0,15453650.0,386.0,11.0,7195.0,1.0
12444.0,8903578.0,152.0,5.0,0.0,0.0
25000.0,14553650.0,310.0,7.0,3118.0,1.0
33357.0,42773684.0,420.0,15.0,8195.0,1.0
17579.0,10502046.0,234.0,7.0,0.0,0.0
22000.0,19097310.0,353.0,11.0,6181.0,1.0
16000.0,12192412.0,249.0,7.0,1.0,0.0
26000.0,147128002.0,1881.0,17.0,20580.0,1.0
13333.0,9374536.0,170.0,5.0,0.0,0.0
20444.0,14665924.0,376.0,9.0,5819.0,1.0
25000.0,17298724.0,340.0,7.0,3838.0,1.0
24444.0,13209388.0,322.0,7.0,0.0,0.0
27000.0,15350050.0,398.0,9.0,7195.0,1.0
19111.0,13374536.0,310.0,7.0,0.0,0.0
24000.0,18502046.0,360.0,9.0,4181.0,1.0
23000.0,15453650.0,386.0,11.0,7195.0,1.0
12444.0,8903578.0,152.0,5.0,0.0,0.0
25000.0,14553650.0,310.0,7.0,3118.0,0.0
22112.0,5058875.0,721.0,4.0,2341.0,1.0
26791.0,14580019.0,1877.0,9.0,20582.0,1.0
14098.0,6783015.0,1143.0,7.0,1841.0,1.0
81363.0,11481242.0,1602.0,13.0,6755.0,1.0
94548.0,9140932.0,1440.0,9.0,1414.0,1.0
1268.0,722889.0,174.0,5.0,3.0,0.0
12264.0,1118894.0,818.0,7.0,1264.0,0.0
73514.0,14593300.0,1550.0,13.0,20579.0,1.0
38584.0,11807319.0,1581.0,11.0,14285.0,1.0
27073.0,11451074.0,1683.0,13.0,20581.0,1.0
41020.0,7345086.0,907.0,7.0,8.0,0.0
71731.0,7421079.0,1439.0,8.0,3.0,0.0
14092.0,14097483.0,1879.0,11.0,20578.0,1.0
78154.0,14659093.0,1880.0,17.0,20580.0,1.0
19071.0,14169674.0,1878.0,10.0,20579.0,1.0
92415.0,14736024.0,1876.0,8.0,20581.0,1.0
45144.0,14006845.0,1880.0,11.0,20579.0,1.0
22133.0,14052078.0,1881.0,7.0,20578.0,1.0
85626.0,11148399.0,1722.0,15.0,20581.0,1.0
74422.0,14352511.0,1876.0,13.0,20579.0,1.0
72362.0,14143363.0,1877.0,9.0,20581.0,1.0
62449.0,14681865.0,1880.0,17.0,20579.0,1.0
94720.0,14892917.0,1880.0,13.0,20581.0,1.0
88556.0,11458034.0,1880.0,7.0,20578.0,1.0
23981.0,7158090.0,1437.0,7.0,0.0,0.0
22211.0,11504885.0,1627.0,8.0,20581.0,1.0
25018.0,14395626.0,1881.0,12.0,20579.0,1.0
95516.0,14721114.0,1880.0,9.0,20581.0,1.0
73790.0,14093962.0,1881.0,13.0,20579.0,1.0
94548.0,14221222.0,1877.0,7.0,20581.0,1.0
50384.0,14734532.0,1880.0,13.0,20579.0,1.0
23806.0,7355907.0,1486.0,7.0,3.0,0.0
74477.0,14442061.0,1881.0,13.0,20581.0,1.0
95848.0,14451690.0,1878.0,8.0,20579.0,1.0
56482.0,14992080.0,1880.0,17.0,20581.0,1.0
14073.0,11164811.0,1881.0,13.0,20579.0,1.0
93591.0,14209036.0,1877.0,10.0,20581.0,1.0
50386.0,14995943.0,1880.0,17.0,20579.0,1.0
73514.0,14532625.0,1880.0,13.0,20581.0,1.0
32214.0,11342290.0,1881.0,11.0,20579.0,1.0
85626.0,14691660.0,1880.0,17.0,20581.0,1.0
92415.0,14557717.0,1877.0,7.0,20579.0,1.0
81363.0,14373951.0,1880.0,13.0,20581.0,1.0
37256.0,14140932.0,1881.0,13.0,20579.0,1.0
73790.0,14740063.0,1880.0,13.0,20581.0,1.0
38584.0,14683394.0,1877.0,7.0,20581.0,1.0
22112.0,7433037.0,1437.0,7.0,3.0,0.0
26791.0,14451845.0,1880.0,13.0,20579.0,1.0
14098.0,14117395.0,1877.0,7.0,20581.0,1.0
94548.0,14160902.0,1880.0,13.0,20579.0,1.0
1268.0,11580020.0,1881.0,13.0,20581.0,1.0
12264.0,14784799.0,1880.0,17.0,20579.0,1.0
73514.0,14175047.0,1877.0,10.0,20581.0,1.0
38584.0,14682040.0,1880.0,17.0,20579.0,1.0
27073.0,14676063.0,1881.0,13.0,20579.0,1.0
41020.0,7345086.0,907.0,7.0,8.0,0.0
71731.0,14688521.0,1880.0,17.0,20581.0,1.0
14092.0,14671597.0,1881.0,13.0,20579.0,1.0
78154.0,14094511.0,1877.0,7.0,20581.0,1.0
19071.0,14097483.0,1880.0,13.0,20579.0,1.0
92415.0,14591360.0,1881.0,13.0,20579.0,1.0
45144.0,14683394.0,1877.0,7.0,20581.0,1.0
22133.0,14097483.0,1880.0,13.0,20581.0,1.0
85626.0,14097483.0,1881.0,13.0,20579.0,1.0
74422.0,14097483.0,1877.0,7.0,20581.0,1.0
72362.0,14097483.0,1880.0,13.0,20581.0,1.0
62449.0,14097483.0,1881.0,13.0,20579.0,1.0
94720.0,14097483.0,1877.0,7.0,20581.0,1.0
88556.0,14097483.0,1880.0,13.0,20581.0,1.0
23981.0,14097483.0,1881.0,13.0,20579.0,1.0
22211.0,14097483.0,1877.0,7.0,20581.0,1.0
25018.0,14097483.0,1880.0,13.0,20579.0,1.0
95516.0,14097483.0,1881.0,13.0,20579.0,1.0
73790.0,14097483.0,1877.0,7.0,20581.0,1.0
94548.0,14097483.0,1880.0,13.0,20579.0,1.0
50384.0,14097483.0,1881.0,13.0,20579.0,1.0
23806.0,14097483.0,1877.0,7.0,20581.0,1.0
74477.0,14097483.0,1880.0,13.0,20579.0,1.0
95848.0,14097483.0,1881.0,13.0,20579.0,1.0
56482.0,14097483.0,1877.0,7.0,20581.0,1.0
14073.0,14097483.0,1880.0,13.0,20579.0,1.0
93591.0,14097483.0,1881.0,13.0,20579.0,1.0
50386.0,14097483.0,1877.0,7.0,20581.0,1.0
73514.0,14097483.0,1880.0,13.0,20579.0,1.0
32214.0,14097483.0,1881.0,13.0,20579.0,1.0
85626.0,14097483.0,1877.0,7.0,20581.0,1.0
92415.0,14097483.0,1880.0,13.0,20579.0,1.0
81363.0,14097483.0,1881.0,13.0,20579.0,1.0
37256.0,14097483.0,1877.0,7.0,20581.0,1.0
73790.0,14097483.0,1880.0,13.0,20579.0,1.0
38584.0,14097483.0,1881.0,13.0,20579.0,1.0
