pktcount, bytecount, dur, flows, Protocol, tot_kbps, label
66322, 73441005, 466, 8, UDP, 18.0, 0
38993, 24830067, 483, 22, ICMP, 4127.0, 1
88504, 35323795, 45, 23, UDP, 348.0, 0
28638, 31265996, 281, 20, ICMP, 82.0, 1
48290, 31764353, 479, 14, UDP, 1354.0, 0
92965, 79959310, 505, 17, ICMP, 357.0, 1
41260, 51167274, 9, 15, UDP, 14.0, 0
74739, 4399175, 130, 13, ICMP, 4291.0, 1
56381, 83617658, 386, 10, UDP, 1458.0, 0
43917, 69250001, 47, 21, ICMP, 4191.0, 1
21128, 66052220, 64, 9, UDP, 1818.0, 0
41379, 89181767, 161, 25, ICMP, 896.0, 1
20740, 12111877, 35, 7, UDP, 183.0, 0
60501, 12390859, 17, 17, ICMP, 482.0, 1
25993, 88941570, 161, 19, UDP, 13367.0, 0
56896, 8271090, 115, 4, ICMP, 5.0, 1
39966, 61603919, 39, 15, UDP, 12093.0, 0
48117, 17584945, 307, 21, ICMP, 4239.0, 1
92496, 18459682, 247, 11, UDP, 12.0, 0
75999, 24196287, 221, 20, ICMP, 64.0, 1
6035, 89814122, 274, 10, UDP, 1882.0, 0
20725, 34800608, 100, 7, ICMP, 107.0, 1
93528, 7455338, 5, 9, UDP, 975.0, 0
91269, 37254656, 94, 16, ICMP, 1671.0, 1
5959, 7465027, 114, 24, UDP, 0.0, 0
47012, 74078361, 184, 2, ICMP, 395.0, 1
80506, 39148445, 164, 14, UDP, 215.0, 0
52717, 19007674, 215, 25, ICMP, 5664.0, 1
244, 23912, 251, 5, ICMP, 4.0, 0
76799, 81867734, 170, 3, UDP, 0.0, 0
57973, 76083, 198, 4, TCP, 3.5, 1
73947, 83820240, 187, 2, ICMP, 3.0, 0
97000, 80397708, 230, 9, ICMP, 1.0, 0
67600, 91676071, 224, 6, UDP, 2.5, 0
25424, 51814892, 144, 4, UDP, 3.5, 1
95969, 99797524, 218, 2, TCP, 2.0, 0
41164, 24775460, 137, 5, UDP, 4.0, 0
5301, 526544, 72, 8, TCP, 0.5, 1
69517, 34113281, 147, 1, UDP, 4.5, 0
32122, 3159940, 133, 0, UDP, 1.5, 1
10025, 28273312, 188, 9, ICMP, 4.5, 1
16164, 83118638, 173, 8, ICMP, 1.0, 0
32356, 79956242, 125, 4, ICMP, 3.0, 1
80368, 919326, 214, 5, ICMP, 4.0, 0
61339, 35991617, 124, 6, TCP, 5.0, 0
24541, 96536668, 203, 2, UDP, 2.5, 0
10219, 34408688, 223, 7, TCP, 1.5, 0
46408, 14023619, 166, 9, UDP, 0.0, 0
94462, 6179385, 155, 0, TCP, 5.5, 1
25320, 23241588, 241, 7, TCP, 1.0, 0
43330, 37972002, 186, 4, ICMP, 3.5, 0
45223, 65883140, 167, 8, TCP, 5.0, 1
21634, 89677658, 182, 8, UDP, 4.5, 0
62611, 59733719, 242, 5, UDP, 4.0, 1
98554, 495355, 226, 2, UDP, 3.5, 0
25065, 6257976, 151, 0, ICMP, 4.5, 1
16970, 46004391, 211, 5, ICMP, 5.0, 0
14048, 68510950, 135, 7, TCP, 0.5, 0
22817, 72504620, 192, 6, ICMP, 5.5, 1
2032, 23025112, 231, 5, TCP, 3.5, 0
99916, 96059278, 191, 9, UDP, 0.5, 1
19098, 84559130, 246, 1, TCP, 5.0, 1
72920, 29574357, 145, 3, TCP, 2.0, 0
46295, 60798349, 243, 0, ICMP, 0.0, 0
18874, 92203887, 175, 8, ICMP, 3.0, 0
91455, 37536835, 241, 3, UDP, 3.5, 0
51868, 7763222, 149, 6, TCP, 5.5, 0
49630, 98877800, 201, 3, ICMP, 2.0, 1
17862, 47859950, 161, 3, TCP, 2.5, 0
67072, 56984781, 145, 0, ICMP, 5.0, 1
58859, 39722688, 192, 5, UDP, 4.0, 0
18990, 79475041, 197, 8, ICMP, 0.5, 1
46660, 6102862, 215, 0, ICMP, 4.5, 0
19198, 5773030, 227, 8, UDP, 4.5, 1
77444, 65183595, 247, 7, TCP, 1.0, 0
27756, 6010246, 132, 4, UDP, 4.0, 0
69497, 93226992, 213, 6, TCP, 4.5, 0
10306, 92721702, 215, 5, UDP, 2.0, 1
60836, 6541436, 237, 9, TCP, 0.0, 0
71942, 85066899, 244, 0, UDP, 5.5, 0
30172, 67221895, 146, 9, TCP, 3.0, 1
91753, 81471783, 148, 3, ICMP, 2.5, 1
7716, 8348280, 242, 4, TCP, 4.0, 1
69097, 70945954, 187, 0, ICMP, 5.5, 1
17984, 15084012, 194, 2, UDP, 2.0, 0
58891, 49846729, 168, 3, TCP, 4.0, 0
82765, 85870462, 170, 5, ICMP, 1.5, 0
94674, 13722090, 168, 1, ICMP, 5.0, 0
24326, 89367646, 145, 0, ICMP, 1.0, 0
42156, 65186291, 221, 0, TCP, 5.5, 1
79839, 84013481, 233, 7, UDP, 4.5, 0
68689, 25287001, 154, 6, UDP, 3.5, 0
95401, 463899, 145, 9, ICMP, 5.0, 1
85358, 15170150, 229, 8, ICMP, 0.5, 0
49307, 87650176, 129, 2, TCP, 3.0, 1
12313, 84215478, 216, 4, UDP, 3.5, 0
294196, 4996099, 161, 2, UDP, 1.5, 0
26795, 77203037, 242, 5, ICMP, 4.0, 0
56789, 87088513, 145, 1, ICMP, 5.5, 0
44668, 67582082, 135, 0, TCP, 2.5, 1
33206, 18742580, 231, 9, ICMP, 0.0, 0
11200, 8051785, 221, 3, UDP, 0.5, 1
98507, 45225514, 239, 7, ICMP, 4.5, 1
63020, 95170119, 159, 0, ICMP, 2.0, 1
93845, 43110446, 134, 2, TCP, 5.0, 0
11398, 80938308, 221, 0, TCP, 5.5, 0
69415, 28213688, 155, 5, TCP, 2.0, 1
65174, 87232981, 223, 1, ICMP, 5.5, 1
1413, 12397447, 153, 6, UDP, 0.0, 1
55668, 31914625, 138, 9, ICMP, 0.5, 0
80061, 58598278, 207, 0, TCP, 5.0, 0
13963, 55503903, 153, 6, TCP, 0.5, 1
53170, 12004535, 242, 1, ICMP, 4.5, 1
82478, 52021784, 157, 8, UDP, 5.0, 0
80791, 57439398, 186, 5, UDP, 4.5, 1
12086, 2488443, 216, 0, ICMP, 5.0, 0
44578, 18876935, 214, 4, UDP, 3.0, 0
24724, 58714012, 220, 8, TCP, 3.5, 0
51476, 70042739, 227, 6, ICMP, 2.5, 1
19564, 33719593, 149, 5, ICMP, 5.5, 0
19290, 15152510, 219, 8, ICMP, 4.0, 1
46457, 86886027, 234, 3, UDP, 2.0, 1
54741, 32951848, 241, 4, TCP, 0.5, 0
58961, 99122060, 171, 9, UDP, 3.5, 1
56229, 16640495, 153, 2, UDP, 4.5, 0
31297, 8700835, 185, 0, ICMP, 2.0, 0
38304, 69812051, 176, 0, ICMP, 0.5, 1
16162, 45400674, 201, 7, UDP, 4.0, 1
71614, 56846, 127, 9, TCP, 1.5, 0
30962, 75044750, 159, 1, UDP, 5.0, 1
85113, 31534237, 121, 4, ICMP, 0.5, 0
14314, 90797814, 233, 9, ICMP, 3.0, 1
3212, 14357216, 141, 6, TCP, 4.5, 1
33843, 6797136, 156, 6, ICMP, 3.5, 0
45654, 90585456, 176, 0, UDP, 0.5, 0
44417, 74574, 154, 8, ICMP, 2.5, 1
66371, 91128476, 178, 1, UDP, 2.0, 1
96212, 65811255, 232, 1, ICMP, 5.5, 0
39426, 18147717, 144, 0, UDP, 2.5, 1
31697, 37624050, 164, 5, TCP, 5.0, 1
22056, 64557578, 131, 9, ICMP, 0.5, 0
75739, 25589420, 166, 8, UDP, 0.0, 1
59074, 13836063, 199, 6, UDP, 4.0, 1
56387, 58150690, 148, 4, TCP, 5.5, 0
7825, 60972643, 199, 0, UDP, 4.5, 1
40162, 35875359, 126, 6, ICMP, 5.0, 0
32333, 53853400, 158, 7, TCP, 4.0, 0
22039, 80930227, 218, 8, TCP, 4.5, 1
37663, 59461202, 181, 0, UDP, 2.0, 1
39082, 58864866, 144, 9, ICMP, 0.5, 0
51512, 47735890, 226, 6, ICMP, 2.5, 1
95524, 15889913, 244, 1, TCP, 3.5, 1
53095, 80755093, 144, 2, UDP, 5.0, 0
51511, 11804463, 222, 3, UDP, 3.5, 0
20951, 92293128, 132, 5, ICMP, 5.5, 1
78355, 49538163, 198, 9, ICMP, 0.0, 1
22996, 68895217, 241, 6, TCP, 5.0, 0
47808, 51280296, 152, 0, UDP, 4.5, 0
25902, 61561812, 130, 2, ICMP, 0.5, 0
16657, 5481877, 155, 3, UDP, 3.0, 0
18743, 34649808, 132, 5, ICMP, 4.5, 1
47581, 71054195, 166, 2, ICMP, 2.5, 0
60538, 87386751, 157, 0, UDP, 4.0, 0
57827, 41978911, 213, 4, TCP, 2.5, 0
59944, 61407579, 239, 8, ICMP, 0.5, 1
16314, 18173950, 166, 7, ICMP, 5.0, 0
22077, 91689416, 206, 0, TCP, 0.5, 0
38861, 53363587, 225, 3, ICMP, 4.5, 0
90454, 82999015, 252, 0, TCP, 3.0, 1
33365, 6551269, 138, 2, TCP, 3.5, 0
35971, 27710296, 232, 0, ICMP, 1.5, 1
3179, 22145104, 142, 9, ICMP, 5.0, 1
52629, 22013705, 252, 5, TCP, 1.0, 0
62708, 36376814, 162, 7, UDP, 0.5, 0
43023, 70457601, 145, 4, TCP, 2.5, 0
46383, 12417450, 238,7, ICMP, 1.0, 0
37794, 36202164, 226, 0, TCP, 0.5, 1
29015, 91423024, 252, 6, UDP, 4.0, 1
41218, 31000493, 166, 8, ICMP, 4.5, 0
2005, 81642621, 242, 0, ICMP, 5.0, 0
86254, 69860871, 147, 5, TCP, 4.5, 0
90810, 51259599, 126, 7, UDP, 5.0, 1
5713, 92873313, 216, 3, UDP, 0.5, 0
55635, 54412221, 250, 1, ICMP, 5.5, 1
5522, 34498090, 238, 8, TCP, 3.5, 0
46135, 53397293, 227, 4, ICMP, 2.0, 1
89757, 72734412, 167, 6, ICMP, 5.5, 0
64034, 12794258, 212, 7, ICMP, 3.5, 0
82726, 70419105, 144, 4, UDP, 0.5, 0
52872, 59348022, 234, 9, ICMP, 0.0, 1
54060, 30172403, 176, 6, TCP, 5.0, 0
33885, 22779631, 128, 2, ICMP, 5.5, 0
25270, 17277582, 237, 1, UDP, 3.0, 0
90280, 79077964, 125, 5, UDP, 4.5, 0
27619, 63929248, 139, 3, TCP, 1.5, 0
8171, 31334129, 226, 0, ICMP, 0.5, 1
19228, 71479615, 151, 4, TCP, 4.0, 1
56965, 61360573, 218, 4, UDP, 4.5, 0
68901, 7247600, 156, 1, TCP, 2.0, 0
93170, 61266819, 250, 0, ICMP, 4.0, 0
64936, 11459618, 164, 3, TCP, 5.5, 1
36180, 84468620, 222, 9, ICMP, 4.5, 0
82033, 27329889, 144, 6, TCP, 1.0, 1
69519, 45400495, 172, 8, UDP, 2.5, 0
10705, 51560757, 151, 0, UDP, 5.0, 0
2023, 62789547, 152, 7, ICMP, 3.5, 1
55012, 23788242, 247, 0, UDP, 4.0, 0
94104, 87748450, 193, 1, ICMP, 0.5, 0
87609, 47541160, 234, 5, ICMP, 3.0, 0
54571, 52117822, 164, 9, ICMP, 0.0, 1
59443, 35855645, 136, 6, UDP, 3.5, 0
89475, 81240245, 192, 0, TCP, 2.0, 0
78894, 9983084, 245, 2, TCP, 3.5, 0
78165, 69344, 251, 8, ICMP, 0.5, 1
6703, 22294487, 246, 0, UDP, 3.0, 1
37999, 83355905, 143, 8, UDP, 5.5, 0
76958, 48864337, 143, 1, TCP, 2.5, 0
111537, 56198468, 113, 2, UDP, 192.3, 0
191817, 67665754, 320, 6, TCP, 99.7, 1
153732, 56499508, 368, 4, UDP, 328.1, 0
121739, 54092712, 44, 3, TCP, 883.5, 1
189098, 50967265, 414, 7, UDP, 158.8, 0
170565, 16971554, 86, 4, TCP, 454.9, 1
156364, 54577379, 447, 4, UDP, 922.2, 0
196916, 27363771, 261, 7, TCP, 51.7, 1
134163, 52234349, 434, 5, UDP, 391.6, 0
141867, 80019312, 236, 8, TCP, 866.1, 1
6781, 393298, 28, 11, TCP, 0.0, 0
107489, 112003538, 318, 5, ICMP, 0.0, 1
140015, 78630991, 285, 81, ICMP, 0.0, 0
42520, 5030919, 140, 33, TCP, 0.0, 1
70798, 90879651, 345, 30, UDP, 0.0, 0
203507, 263543, 256, 96, TCP, 0.0, 1
112249, 9877388, 101, 17, UDP, 0.0, 0
46175, 6130680, 384, 31, ICMP, 0.0, 1
17691, 84555511, 403, 86, TCP, 0.0, 0
76320, 79714309, 108, 8, ICMP, 0.0, 1
78992, 52210306, 31, 48, TCP, 0.0, 0
146658, 4464915, 277, 71, ICMP, 0.0, 1
90139, 46528046, 32, 21, UDP, 0.0, 0
33487, 43768494, 482, 99, UDP, 0.0, 1
7199, 82650822, 130, 33, ICMP, 0.0, 0
38866, 8101813, 447, 94, UDP, 0.0, 1
44249, 173711, 487, 20, TCP, 0.0, 0
12825, 69965585, 498, 71, ICMP, 0.0, 1
112003, 58673082, 120, 43, ICMP, 0.0, 0
174267, 26740027, 370, 50, UDP, 0.0, 1
3219, 12384835, 74, 21, TCP, 0.0, 0
78904, 93917, 37, 7, UDP, 0.0, 1
58721, 50719464, 25, 56, TCP, 0.0, 0
183717, 43142264, 286, 19, TCP, 0.0, 1
8107, 69389761, 302, 20, ICMP, 0.0, 0
132472, 54005367, 497, 52, UDP, 0.0, 1
8748, 76877000, 324, 2, UDP, 0.0, 0
182642, 88886791, 451, 9, ICMP, 0.0, 1
62462, 51395228, 433, 37, TCP, 0.0, 0
27334, 85561178, 63, 39, ICMP, 0.0, 1
43001, 50199510, 476, 28, ICMP, 0.0, 0
56834, 93749993, 207, 90, UDP, 0.0, 1
50652, 49691809, 233, 49, TCP, 0.0, 0
142921, 85061506, 266, 20, TCP, 0.0, 1
48492, 71194019, 309, 19, ICMP, 0.0, 0
74219, 1053195, 333, 61, ICMP, 0.0, 1
44867, 46883836, 110, 98, TCP, 0.0, 0
58129, 51513321, 67, 24, UDP, 0.0, 1
119202, 37014723, 331, 36, ICMP, 0.0, 0
155633, 61950240, 492, 17, TCP, 0.0, 1
4810, 88154907, 84, 64, UDP, 0.0, 0
102037, 39245460, 213, 77, UDP, 0.0, 1
19493, 42007383, 345, 80, UDP, 0.0, 0
52335, 8287499, 384, 35, TCP, 0.0, 1
112109, 13486743, 34, 61, UDP, 0.0, 0
119228, 94882893, 383, 100, TCP, 0.0, 1
103775, 98360518, 159, 56, ICMP, 0.0, 0
77318, 66460038, 471, 8, ICMP, 0.0, 1
72921, 73042529, 182, 14, ICMP, 0.0, 0
190102, 52622063, 245, 33, TCP, 0.0, 1
78978, 8324037, 210, 69, UDP, 0.0, 0
141033, 80942658, 75, 95, ICMP, 0.0, 1
53934, 1537661, 309, 19, UDP, 0.0, 0
84604, 1776187, 352, 7, ICMP, 0.0, 1
106178, 49347060, 417, 26, TCP, 0.0, 0
14141, 91444111, 23, 71, ICMP, 0.0, 1
5942, 93161537, 43, 83, TCP, 0.0, 0
195190, 44506903, 129, 25, ICMP, 0.0, 1
124300, 72451027, 468, 54, ICMP, 0.0, 0
130587, 13186858, 295, 23, TCP, 0.0, 1
142625, 93256117, 39, 92, UDP, 0.0, 0
29367, 45624449, 238, 32, ICMP, 0.0, 1
48510, 83703478, 401, 11, ICMP, 0.0, 0
78363, 13069067, 445, 7, ICMP, 0.0, 1
77139, 29832645, 119, 39, ICMP, 0.0, 0
81546, 73994799, 102, 20, TCP, 0.0, 1
160620, 81076007, 239, 41, UDP, 0.0, 0
103829, 36192920, 293, 67, UDP, 0.0, 1
161291, 27368291, 431, 4, TCP, 0.0, 0
71928, 33207717, 459, 86, TCP, 0.0, 1
108035, 61615742, 167, 43, UDP, 0.0, 0
163837, 66121709, 394, 71, ICMP, 0.0, 1
142770, 4108983, 148, 25, ICMP, 0.0, 0
83617, 52748351, 56, 21, ICMP, 0.0, 1
20044, 1294852, 101, 6, TCP, 0.0, 0
32730, 18623061, 187, 252, TCP, 0.0, 1
54144, 46695740, 385, 35, TCP, 0.0, 0
169452, 77436363, 63, 63, UDP, 0.0, 1
81098, 41067339, 28, 25, ICMP, 0.0, 0
161627, 77634821, 179, 30, UDP, 0.0, 1
150920, 54050216, 325, 5, TCP, 0.0, 0
134795, 68849050, 176, 77, ICMP, 0.0, 1
134654, 39424873, 491, 54, ICMP, 0.0, 0
66200, 5669069, 169, 3, TCP, 0.0, 1
50145, 89019918, 461, 7, ICMP, 0.0, 0
55912, 61080971, 220, 88, ICMP, 0.0, 1
188890, 59859064, 374, 93, UDP, 0.0, 0
57443, 39250360, 469, 64, ICMP, 0.0, 1
45955, 6716437, 418, 85, UDP, 0.0, 0
142266, 57446510, 169, 27, TCP, 0.0, 1
185888, 79061215, 471, 34, UDP, 0.0, 0
110611, 60892465, 10, 73, ICMP, 0.0, 1
94543, 71232147, 448, 11, TCP, 0.0, 0
20755, 61203262, 405, 90, TCP, 0.0, 1
2578, 47239320, 248, 90, UDP, 0.0, 0
133594, 14663490, 446, 56, ICMP, 0.0, 1
90354, 43122542, 327, 59, TCP, 0.0, 0
42790, 80460784, 111, 0, UDP, 0.0, 1
99392, 36450945, 354, 70, UDP, 0.0, 0
41308, 5894534, 497, 12, UDP, 0.0, 1
52416, 37961902, 482, 5, ICMP, 0.0, 0
85230, 48927266, 107, 37, TCP, 0.0, 1
92072, 55423327, 87, 30, ICMP, 0.0, 0
117837, 3546155, 117, 31, TCP, 0.0, 1
69338, 97558802, 232, 99, ICMP, 0.0, 0
192215, 47806617, 103, 35, ICMP, 0.0, 1
117508, 50405948, 71, 33, ICMP, 0.0, 0
168485, 24417656, 327, 56, TCP, 0.0, 1
114891, 93728414, 178, 16, ICMP, 0.0, 0
116039, 71507356, 497, 20, ICMP, 0.0, 1
54893, 40834328, 175, 11, UDP, 0.0, 0
77627, 76194058, 248, 14, UDP, 0.0, 1
44135, 36117532, 186, 4, UDP, 0.0, 0
196019, 28021660, 227, 99, ICMP, 0.0, 1
156211, 1115047, 267, 48, TCP, 0.0, 0
182493, 59816237, 19, 46, ICMP, 0.0, 1
154004, 48844406, 464, 91, ICMP, 0.0, 0
81883, 89797054, 490, 80, ICMP, 0.0, 1
154355, 82202451, 270, 27, UDP, 0.0, 0
8088, 49967470, 440, 79, ICMP, 0.0, 1
114336, 75069381, 493, 61, ICMP, 0.0, 0
181733, 64361712, 56, 66, TCP, 0.0, 1
110200, 35432920, 351, 72, TCP, 0.0, 0
132029, 17979698, 43, 24, ICMP, 0.0, 1
10849, 93306363, 322, 82, UDP, 0.0, 0
40232, 72589720, 343, 57, ICMP, 0.0, 1
76230, 72702090, 131, 79, UDP, 0.0, 0
123268, 92091794, 29, 97, ICMP, 0.0, 1
156076, 73009891, 104, 36, TCP, 0.0, 0
77862, 82436718, 132, 57, ICMP, 0.0, 1
56226, 84572332, 438, 23, ICMP, 0.0, 0
169268, 1280759, 408, 95, TCP, 0.0, 1
83494, 4508676, 140, 11, TCP, 8198.0, 1 
53464, 3100912, 174, 5, TCP, 0.0, 1 
41312, 6831841, 138, 4, TCP, 7154.0, 0 
58348, 6268169, 217, 7, UDP, 7130.0, 0
17385, 6308524, 169, 7, UDP, 6680.0, 0 
15218, 6428035, 116, 9, TCP, 127.0, 0 
76214, 6257934, 210, 11, UDP, 3106.0, 0
22030, 9917452, 101, 13, TCP, 7013.0, 0 
77494, 5728518, 126, 15, UDP, 1110.0, 1
33552, 8628252, 152, 8, TCP, 6163.0, 1 
42238, 8993820, 189, 5, TCP, 7677.0, 1 
79418, 2880051, 240, 8, UDP, 4827.0, 0 
92739, 9071194, 157, 6, TCP, 9890.0, 0 
21506, 7883745, 118, 3, UDP, 3027.0, 0 
44400, 8464641, 106, 13, UDP, 2799.0, 1 
57077, 3143048, 175, 13, TCP, 4930.0, 0 
51278, 9781627, 138, 4, TCP, 4397.0, 1 
29415, 7271455, 181, 14, UDP, 9261.0, 1 
20150, 9832484, 224, 9, TCP, 9864.0, 0 
49570, 4631955, 148, 7, UDP, 8317.0, 0 
84476, 9486888, 103, 10, UDP, 7266.0, 1
75316, 6184407, 179, 10, UDP, 1565.0, 1 
69834, 5221090, 165, 7, TCP, 8235.0, 0 
84407, 7871720, 194, 15, TCP, 7879.0, 1 
66878, 9748307, 166, 4, TCP, 4364.0, 0 
87667, 1770063, 187, 3, UDP, 2292.0, 1
41706, 2992125, 216, 13, UDP, 2057.0, 0 
26729, 7615258, 167, 6, UDP, 8539.0, 0 
31979, 5419517, 243, 6, TCP, 5669.0, 0 
24613, 233355, 209, 10, UDP, 4539.0, 1 
51311, 5160432, 210, 7, UDP, 7220.0, 1 
30890, 1809767, 113, 6, UDP, 2312.0, 1 
49485, 2039919, 179, 10, TCP, 3755.0, 0 
45049, 1102578, 232, 5, UDP, 8163.0, 0 
81576, 394308, 133, 6, TCP, 1785.0, 0 
85492, 7337592, 131, 8, UDP, 8385.0, 1
74511, 7520569, 176, 8, UDP, 9888.0, 0 
34535, 4093073, 181, 11, UDP, 9577.0, 0 
74743, 6356925, 145, 9, UDP, 6493.0, 0 
76701, 7193763, 104, 3, UDP, 7573.0, 0 
54777, 9583781, 161, 3, UDP, 4033.0, 1 
65914, 1215836, 195, 14, UDP, 6372.0, 0 
90650, 1588861, 142, 12, TCP, 8895.0, 0 
57362, 9037554, 165, 4, UDP, 5904.0, 0 
60048, 5746098, 243, 10, UDP, 7650.0, 0 
91792, 2963934, 223, 13, TCP, 4457.0, 1 
13324, 2508401, 104, 15, UDP, 6186.0, 1
30202, 8326088, 128, 15, UDP, 7716.0, 1 
69901, 4174725, 191, 5, UDP, 3118.0, 1 
46183, 2748236, 146, 13, TCP, 4232.0, 0 
37546, 5124877, 172, 13, TCP, 1620.0, 0 
76193, 2018742, 122, 4, UDP, 8367.0, 1
99422, 4569765, 235, 13, TCP, 8597.0, 0 
7820, 2016229, 124, 14, UDP, 3260.0, 1 
40037, 7302141, 219, 4, UDP, 3165.0, 1 
73131, 4843259, 126, 10, TCP, 2338.0, 0 
47673, 1840464, 149, 14, UDP, 1947.0, 0 
70175, 481503, 195, 3, UDP, 8269.0, 0 
72744, 3798306, 201, 15, UDP, 6317.0, 0 
28965, 5447841, 245, 9, UDP, 1990.0, 0 
95093, 4029389, 101, 6, UDP, 9145.0, 1 
63064, 4431495, 14, 6, TCP, 2740.0, 0 
