pktcount, bytecount, dur, flows, Protocol, tot_kbps, label
82971, 27587432, 524, 7, ICMP, 0.3, 0
148020, 42789540, 107, 8, UDP, 0.4, 1
86773, 19474819, 155, 3, ICMP, 0.5, 0
170391, 31657597, 582, 6, UDP, 0.6, 1
21018, 80324819, 10, 5, ICMP, 0.7, 0
15564, 45897683, 106, 1, ICMP, 0.8, 0
91937, 84101784, 443, 9, ICMP, 0.9, 0
113109, 39561319, 443, 4, UDP, 0.0, 1
92283, 90193072, 487, 3, ICMP, 0.1, 0
179354, 39571744, 15, 2, ICMP, 0.2, 0
172529, 26783281, 15, 8, ICMP, 0.3, 0
43691, 2527967, 331, 7, UDP, 0.4, 1
163686, 62746811, 433, 5, ICMP, 0.5, 0
139886, 73143899, 421, 1, UDP, 0.6, 1
144360, 35493912, 441, 9, ICMP, 0.7, 0
112358, 50818371, 476, 3, UDP, 0.8, 1
46337, 98111608, 468, 6, ICMP, 0.9, 0
32891, 56009889, 281, 4, ICMP, 0.0, 0
192646, 56767733, 108, 1, ICMP, 0.1, 0
39560, 45654100, 418, 8, UDP, 0.2, 1
178248, 19545090, 518, 7, ICMP, 0.3, 0
172693, 16034476, 406, 5, UDP, 0.4, 1
186315, 10000245, 471, 2, ICMP, 0.5, 0
12714, 67266086, 157, 6, ICMP, 0.6, 0
197044, 51698021, 441, 9, UDP, 0.7, 1
39965, 19643402, 587, 3, ICMP, 0.8, 0
61625, 18112640, 397, 4, UDP, 0.9, 1
146737, 81378202, 134, 1, ICMP, 0.0, 0
69970, 66393826, 534, 8, ICMP, 0.1, 0
191178, 40619408, 269, 2, UDP, 0.2, 1
95351, 86937308, 56, 7, ICMP, 0.3, 0
88833, 56838379, 21, 5, UDP, 0.4, 1
81813, 24049658, 485, 6, ICMP, 0.5, 0
47313, 55912706, 147, 9, UDP, 0.6, 1
135920, 24332172, 110, 3, ICMP, 0.7, 0
981, 34418315, 219, 1, UDP, 0.8, 1
18815, 76423046, 586, 4, ICMP, 0.9, 0
188761, 81874477, 578, 8, UDP, 0.0, 1
145945, 76850137, 172, 2, UDP, 0.1, 1
188577, 35151312, 539, 7, ICMP, 0.2, 0
24434, 25460228, 76, 3, UDP, 6430.0, 1 
35542, 36879004, 170, 6, ICMP, 0.0, 1 
56322, 85998701, 32, 3, TCP, 1234.0, 0 
64714, 44843406, 11, 9, UDP, 3785.0, 1 
49258, 50270903, 54, 3, ICMP, 843.0, 0 
60647, 81548135, 76, 6, TCP, 3573.0, 0 
44820, 98641157, 5, 8, UDP, 172.0, 0 
68748, 75209923, 65, 1, TCP, 4764.0, 1 
23789, 1809637, 84, 2, ICMP, 256.0, 0 
84504, 83298065, 148, 9, UDP, 45.0, 0 
97929, 19653700, 153, 9, TCP, 4255.0, 1 
15662, 74144660, 60, 2, ICMP, 2032.0, 1 
63986, 54807332, 110, 6, ICMP, 847.0, 1 
40476, 44868020, 153, 5, ICMP, 379.0, 0 
35537, 93129924, 138, 7, UDP, 111.0, 0 
17315, 83664412, 138, 7, UDP, 5.0, 0 
83987, 88681177, 111, 4, UDP, 978.0, 0 
88814, 24559094, 4, 8, ICMP, 145.0, 0 
13453, 17097941, 100, 5, TCP, 383.0, 0 
87238, 73068371, 56, 8, TCP, 3025.0, 0 
15223, 21691857, 52, 5, UDP, 3953.0, 0 
46817, 85259414, 66, 6, TCP, 3682.0,0 
19068, 91750837, 17, 9, TCP, 181.0, 0 
60141, 87723710, 93, 3, TCP, 1350.0, 0 
71144, 33849990, 94, 4, TCP, 2923.0, 1 
84249, 30095796, 37, 3, TCP, 1315.0, 1 
9615, 96591646, 72, 9, UDP, 739.0, 1
14042, 75595467, 144, 7, TCP, 1807.0, 0 
28548, 69193820, 76, 9, TCP, 2076.0, 0 
22318, 19642711, 160, 7, UDP, 871.0, 1 
74820, 82682722, 83, 7, UDP, 718.0, 0 
71113, 29014509, 87, 6, TCP, 2706.0, 0 
59965, 64305202, 53, 8, TCP, 4347.0, 0 
98689, 98395813, 36, 2, UDP, 70.0, 1 
75581, 78020358, 135, 1, TCP, 4168.0, 1 
2132, 64650623, 64, 3, ICMP, 867.0, 1 
31244, 15960752, 156, 4, UDP, 822.0, 0 
6800, 26526241, 73, 5, ICMP, 440.0, 1 
94247, 97457137, 81, 5, UDP, 2164.0, 0 
15519, 50258296, 41, 4, TCP, 3641.0, 1 
89672, 39300874, 152, 7, TCP, 795.0, 0 
56888, 24803305, 20, 8, UDP, 255.0, 0 
2238, 97330986, 87, 4, TCP, 818.0, 1 
44466, 47699155, 40, 5, UDP, 4307.0, 0 
52321, 86674884, 47, 8, TCP, 507.0, 0
31384, 48956877, 151, 4, ICMP, 20.0, 0 
88512, 40943100, 148, 7, UDP, 828.0, 0 
10921, 35368617, 82, 4, ICMP, 333.0,0 
87683, 48456393, 103, 8, ICMP, 551.0, 1 
86230, 21147313, 15, 7, ICMP, 434.0, 0 
48105, 7352786, 159, 7, TCP, 745.0, 0 
62283, 78295735, 63, 4, UDP, 1988.0, 1 
23985, 46538675, 83, 4, UDP, 1714.0, 1 
629, 1978382, 160, 9, ICMP, 3485.0, 0 
48500, 11202770, 98, 6, TCP, 2008.0, 0 
63400, 49536081, 115, 9, TCP, 3346.0, 1 
43306, 59937443, 29, 2, TCP, 4.0, 1 
1475, 73408425, 88, 6, TCP, 1730.0, 0 
96690, 80801052, 98, 4, ICMP, 1929.0, 1 
4377, 96443210, 57, 4, UDP, 3850.0, 1 
36992, 16754977, 77, 6, ICMP, 1777.0, 0 
97439, 28447502, 21, 4, TCP, 1928.0, 0 
45067, 90694797, 132, 6, ICMP, 1235.0, 1 
66905, 69594556, 47, 7, UDP, 339.0, 0 
10155, 28683936, 100, 5, ICMP, 910.0, 0 
22387, 38121809, 59, 1, ICMP, 1625.0, 1 
61923, 65202958, 102, 9, UDP, 3246.0, 0 
81376, 66560452, 111, 1, TCP, 4122.0, 0 
65437, 61731890, 148, 9, UDP, 3800.0, 1 
66520, 67554171, 4, 7, ICMP, 3044.0, 1 
75837, 60876410, 171, 4, ICMP, 310.0, 0 
68828, 31417968, 16, 5, UDP, 1226.0, 1 
43932, 75810396, 15, 9, UDP, 3383.0, 0 
67355, 4370548, 56, 9, ICMP, 4377.0, 0 
66399, 39187790, 155, 9, TCP, 2835.0, 1 
72784, 51751247, 86, 9, TCP, 4491.0, 0 
4713, 15939696, 68, 4, ICMP, 362.0, 1 
91955, 42610890, 102, 4, TCP, 2088.0, 0 
19320, 25187650, 81, 6, TCP, 4679.0, 0 
79809, 37262554, 75, 9, TCP, 355.0, 0 
64927, 90943441, 47, 3, UDP, 3636.0, 1 
70627, 85797484, 130, 3, ICMP, 4354.0, 0 
61937, 77629343, 43, 8, TCP, 1239.0, 1 
12259, 66913504, 74, 4, UDP, 4902.0, 1 
97413, 59791300, 93, 6, UDP, 3950.0, 0 
74730, 47052331, 140, 8, ICMP, 4436.0, 0 
82801, 87393882, 19, 6, UDP, 145.0, 1 
62612, 54371239, 170, 9, ICMP, 4504.0, 0 
82220, 44004582, 173, 4, TCP, 4272.0, 0 
50340, 62463490, 70, 5, ICMP, 1066.0, 0 
66961, 60434110, 136, 5, UDP, 3667.0, 0 
40020, 62106152, 11, 9, ICMP, 1222.0, 1 
49033, 97501913, 179, 7, TCP, 4214.0, 1 
69044, 4326182, 82, 7, UDP, 2195.0, 0 
57669, 16954347, 77, 5, ICMP, 1605.0, 1 
1720, 56193368, 45, 1, UDP, 3251.0, 0 
3623, 34580227, 164, 9, TCP, 1868.0, 1 
98977, 22302119, 197, 7, ICMP, 1781.0, 1 
1566, 82731787, 29, 3, TCP, 1188.0, 0 
68713, 8211075, 145, 1, UDP, 961.0, 1 
34321, 17559537, 8, 8, UDP, 1989.0, 0 
77136, 97446191, 152, 6, TCP, 4461.0, 0 
87708, 46492024, 180, 2, ICMP, 1091.0, 0 
64921, 13583530, 129, 3, ICMP, 92.0, 1 
40273, 51409469, 182, 3, ICMP, 231.0, 0 
5675, 11808615, 149, 9, UDP, 201.0, 0 
96712, 20679688, 152, 9, TCP, 3581.0, 0 
52310, 97492035, 99, 9, ICMP, 4229.0, 1 
45920, 41706820, 72, 5, UDP, 3400.0, 0 
47358, 29803736, 78, 8, TCP, 2910.0, 0 
31890, 97717412, 152, 8, UDP, 3031.0, 0 
76602, 9171201, 99, 1, UDP, 213.0, 0 
67647, 70893841, 122, 2, ICMP, 791.0, 1 
49903, 4881462, 131, 7, TCP, 3560.0, 1 
27639, 23021941, 11, 4, TCP, 224.0, 1 
62119, 27638553, 12, 8, UDP, 4369.0, 0 
28038, 61951162, 191, 8, TCP, 4424.0, 0 
39450, 71845643, 122, 7, ICMP, 2495.0, 0 
24616, 47132910, 39, 8, TCP, 996.0, 0 
70871, 86441386, 125, 4, ICMP, 851.0, 1 
51748, 51182911, 186, 9, TCP, 2673.0, 1 
85505, 76716823, 98, 2, UDP, 3176.0, 0 
92445, 84730548, 184, 3, ICMP, 3425.0, 0 
7541, 57291020, 55, 6, ICMP, 4492.0, 0 
50356, 42234017, 54, 1, UDP, 4131.0, 0 
20161, 35525361, 140, 1, ICMP, 502.0, 1 
94630, 54311385, 26, 6, ICMP, 3318.0, 1 
81274, 88066287, 76, 9, UDP, 4781.0, 1 
33909, 96312597, 8, 3, ICMP, 700.0, 0 
4012, 94905519, 84, 4, ICMP, 48.0, 0 
84697, 92615120, 26, 3, ICMP, 223.0, 0 
26003, 67221531, 99, 5, UDP, 1177.0, 1 
46490, 10112688, 59, 1, ICMP, 3647.0, 0 
14800, 2859843, 25, 1, TCP, 2822.0, 0 
44347, 39180020, 182, 8, UDP, 2090.0, 0 
87362, 71403524, 25, 5, ICMP, 3002.0, 1 
45687, 86817175, 15, 4, TCP, 327.0, 0 
59173, 44536041, 78, 2, UDP, 4678.0, 0 
10788, 53500216, 152, 5, TCP, 2955.0, 1 
12334, 88920408, 155, 2, TCP, 1140.0, 1 
30704, 46599312, 47, 6, TCP, 39.0, 0 
14272, 40855068, 56, 3, UDP, 3652.0, 0 
4818, 96848736, 55, 5, TCP, 3760.0, 0 
31602, 89961299, 134, 6, TCP, 4607.0, 1 
99726, 66359145, 146, 3, TCP, 3420.0, 0 
30268, 923912.., 73, 3, UDP, 1730.0, 1 
63377, 74348053, 40, 9, ICMP, 491.0, 0 
34403, 31367677, 81, 9, ICMP, 1250.0, 1 
62936, 60828273, 86, 8, TCP, 2889.0, 0 
62012, 66182545, 78, 7, TCP, 1144.0, 0 
48242, 94092164, 191, 3, TCP, 504.0, 0 
11859, 16010963, 113, 7, ICMP, 4118.0, 1 
14993, 59424163, 29, 4, ICMP, 1888.0, 0 
21699, 43577995, 26, 7, TCP, 4575.0, 0 
21607, 27684548, 155, 8, ICMP, 2223.0, 1 
32100, 35914818, 35, 9, ICMP, 4917.0, 0 
15886, 7435906, 104, 3, TCP, 4106.0, 1 
83907, 68728518, 66, 6, ICMP, 180.0, 0 
27815, 39000605, 24, 2, UDP, 1278.0, 1 
31775, 76316375, 111, 4, UDP, 2742.0, 0 
45220, 31123099, 55, 6, UDP, 3386.0, 1 
91441, 14533741, 6, 8, UDP, 2334.0, 0 
84486, 25359721, 130, 8, TCP, 270.0, 1 
22995, 48035127, 119, 5, TCP, 650.0, 1 
22410, 72755654, 89, 9, TCP, 884.0, 0 
40881, 9222937, 74, 6, UDP, 4147.0, 0 
79362, 44870868, 23, 4, ICMP, 787.0, 0 
36811, 80915838, 71, 7, ICMP, 2336.0, 0 
10369, 98686294, 188, 7, ICMP, 3068.0, 1 
8740, 27881642, 134, 6, UDP, 4399.0, 1 
44819, 25574880, 181, 6, ICMP, 3846.0, 0 
24520, 89322244, 93, 4, TCP, 1695.0, 1 
36684, 60797217, 73, 1, TCP, 883.0, 0 
31824, 59539788, 36, 4, TCP, 1651.0, 0 
4384, 15994512, 173, 5, ICMP, 3982.0, 0 
19772, 55211409, 169, 8, UDP, 2836.0, 0 
25858, 24084168, 35, 8, ICMP, 1507.0, 1 
87436, 53964002, 136, 5, TCP, 2653.0, 1 
95264, 92636448, 185, 7, TCP, 2214.0, 0 
3900, 13107463, 83, 2, TCP, 621.0, 0 
2109, 16397319, 35, 5, UDP, 4233.0, 0 
78849, 75312360, 104, 9, ICMP, 2864.0, 1 
81972, 3123303, 419, 5, ICMP, 1171.0, 0
35302, 1061587, 63, 11, TCP, 1550.0, 1
89372, 3554867, 454, 17, ICMP, 2959.0, 0
61925, 2359025, 257, 4, ICMP, 1737.0, 0
50786, 2020561, 365, 12, TCP, 1081.0, 1
53497, 2378090, 404, 2, ICMP, 2777.0, 0
59060, 2534394, 286, 8, ICMP, 1256.0, 0
68128, 2890759, 372, 7, ICMP, 2829.0, 0
63791, 2593744, 302, 15, TCP, 3206.0, 1
16029, 830020, 175, 16, TCP, 2110.0, 1
11105, 527150, 454, 13, ICMP, 2074.0, 0
27631, 1332319, 25, 3, ICMP, 1776.0, 0
98642, 6444203, 498, 4, TCP, 3125.0, 1
69920, 3065730, 190, 7, ICMP, 1324.0, 0
 32198, 1073061, 304, 15, TCP, 3369.0, 1
66718, 2937715, 437, 2, ICMP, 904.0, 0
30324, 1364948, 134, 11, TCP, 3554.0, 1
34602, 1062676, 46, 18, ICMP, 1941.0, 0
62420, 2516257, 360, 9, TCP, 2186.0, 1
14919, 766357, 283, 14, ICMP, 2186.0, 0
52906, 2341144, 15, 3, TCM, 1982.0, 0
40026, 1514530, 422, 10, TCP, 2620.0, 1
93322, 5731307, 424, 4, TCP, 1627.0, 1
22081, 1019102, 13, 10, ICMP, 3402.0, 0
99177, 6451300, 137, 16, TCP, 2520.0, 1
54467, 2420220, 441, 12, ICMP, 3259.0, 0
71027, 3253695, 91, 18, ICMP, 1053.0, 0
69572, 3061650, 275, 4, TCP, 1409.0, 1
43315, 1617502, 237, 5, ICMP, 3823.0, 0
71537, 3267236, 284, 16, TCP, 1660.0, 1
34087, 1046879, 379, 17, ICMP, 3486.0, 0
22564, 1027453, 23, 5, TCP, 2551.0, 1
96424, 6330490, 282, 8, TCP, 1942.0, 1
38475, 1492665, 355, 15, ICMP, 3346.0, 0
48908, 1890537, 64, 7, TCP, 2959.0, 1
60880, 2474980, 397, 15, TCP, 1221.0, 1
38800, 1499071, 427, 3, ICMP, 223.0, 0
22199, 1014880, 366, 19, TCP, 1447.0, 1
81429, 3188522, 98, 2, TCP, 3460.0, 1
18245, 895371, 84, 17, ICMP, 2859.0, 0
14688, 759280, 86, 4, TCP, 2161.0, 1
79977, 3126604, 253, 12, TCP, 1345.0, 1
36836, 1435016, 33, 16, ICMP, 1490.0, 0
95015, 6118399, 436, 7, ICMP, 1292.0, 0
60119, 2461147, 192, 19, ICMP, 3415.0, 0
30399, 1365533, 197, 9, TCP, 2558.0, 1
69403, 3057097, 95, 8, TCP, 1080.0, 1
83558, 3270520, 115, 16, TCP, 1014.0, 1
73310, 3353242, 409, 19, ICMP, 3375.0, 0
34507, 1060695, 313, 16, ICMP, 3927.0, 0
79844, 3123256, 465, 2, ICMP, 3356.0, 0
85663, 3347362, 71, 5, TCP, 2343.0, 1
14731, 762266, 53, 4, ICMP, 1709.0, 0
97445, 6438241, 540, 15, ICMP, 1895.0, 0
87861, 3538514, 131, 14, ICMP, 2776.0, 0
48714, 1883068, 11, 10, TCP, 1574.0, 1
65764, 2885104, 65, 15, ICMP, 2006.0, 0
44975, 1708410, 148, 7, ICMP, 2005.0, 0
39725, 1505087, 472, 4, ICMP, 3175.0, 0
47548, 1811991, 195, 2, ICMP, 1419.0, 0
73119, 3348215, 151, 11, TCP, 3192.0, 1
28462, 1350996, 459, 13, TCP, 2422.0, 1
38248, 1485373, 468, 17, TCP, 3826.0, 1
53606, 2354104, 443, 14, ICMP, 2054.0, 0
66350, 2927746, 287, 12, ICMP, 2894.0, 0
89109, 3544067, 276, 16, ICMP, 1501.0, 0
83594, 3271332, 391, 15, TCP, 3074.0, 1
56837, 2501918, 29, 19, ICMP, 2107.0, 0
59177, 2539105, 194, 11, ICMP, 3336.0, 0
13958, 717560, 313, 7, TCP, 2656.0, 1
79631, 3119296, 436, 12, TCP, 1614.0, 1
16719, 847626, 467, 4, TCP, 1717.0, 1
79659, 3120572, 124, 7, ICMP, 2090.0, 0
73532, 3359698, 297, 19, ICMP, 995.0, 0
65873, 2890461, 240, 8, ICMP, 2293.0, 0
50613, 2019165, 78, 12, TCP, 3900.0, 1
12568, 659556, 325, 12, TCP, 4019.0, 1
22061, 1018581, 207, 9, ICMP, 3785.0, 0
94842, 6102082, 498, 3, TCP, 2717.0, 1
24174, 25769484, 58, 3, UDP, 6473.0, 1
25411, 64206, 896, 5, TCP, 47938.0, 0 
36573, 7280970, 30, 9, ICMP, 5.0, 0 
44072, 3147722, 98, 3, UDP, 8476.0, 1 
54041, 7084698, 78, 5, TCP, 21248.0, 1 
9737, 3222056, 21, 2, TCP, 84688.0, 0 
55978, 8952526, 40, 6, ICMP, 4.0, 0 
63155, 8486509, 6, 6, UDP, 9850.0, 0 
11345, 1688140, 78, 1, ICMP, 3.0, 0 
51437, 1558130, 4, 8, TCP, 78310.0, 1 
22073, 3146362, 27, 1, ICMP, 6.0, 0 
28545, 9323518, 59, 3, UDP, 14719.0, 0 
33319, 3100174, 0, 8, ICMP, 1.0, 0 
46566, 4061132, 57, 9, TCP, 11280.0, 1 
7911, 7382889, 98, 6, ICMP, 4.0, 0 
18307, 5731794, 41, 2, UDP, 8585.0, 1 
38394, 1046990, 71, 7, ICMP, 6.0, 0 
85411, 7487362, 91, 4, TCP, 53106.0, 0 
2433, 9647238, 73, 8, ICMP, 8.0, 0 
2000, 6167550, 22, 7, UDP, 5273.0, 0 
88260, 8373331, 3, 9, TCP, 3431.0, 0 
71609, 1671399, 85, 7, ICMP, 1.0, 0 
22376, 6937576, 86, 5, UDP, 11925.0, 1 
49187, 4603799, 13, 6, TCP, 96295.0, 1 
77809, 9314142, 61, 5, TCP, 88076.0, 0 
7525, 4536855, 14, 8, ICMP, 4.0, 0 
18219, 1747795, 63, 2, TCP, 39245.0, 1 
372, 5746366, 53, 9, UDP, 6713.0, 0 
6084, 7481161, 60, 5, UDP, 6677.0, 1 
6753, 7201936, 22, 5, UDP, 4048.0, 0 
99068, 9579090, 89, 9, TCP, 97128.0, 1 
64558, 1729666, 94, 4, UDP, 11441.0, 0 
3415, 3821287, 39, 5, TCP, 14378.0, 0 
9220, 5171790, 14, 8, ICMP, 7.0, 0 
58150, 5824636, 47, 2, UDP, 1970.0, 1 
9067, 9839772, 11, 4, ICMP, 5.0, 0 
39988, 264657, 72, 4, UDP, 3677.0, 1 
53068, 8304887, 18, 6, ICMP, 5.0, 0 
78753, 775453, 22, 6, TCP, 47521.0, 0 
42036, 1022420, 69, 1, ICMP, 2.0, 0 
38618, 5094745, 91, 3, TCP, 98188.0, 0 
6232, 4438796, 7, 6, ICMP, 8.0, 0 
68255, 9313484, 12, 9, UDP, 11106.0, 1 
38653, 6906828, 97, 7, ICMP, 4.0, 0 
23584, 1249635, 94, 7, UDP, 3968.0, 1 
85330, 4382192, 81, 4, ICMP, 1.0, 0 
8277, 4531472, 52, 7, TCP, 32642.0, 1 
93709, 3598266, 91, 5, TCP, 51620.0, 0 
24838, 394602, 73, 5, ICMP, 2.0, 0 
27208, 74860, 0, 9, ICMP, 7.0, 0 
48458, 7775355, 48, 2, UDP, 9217.0, 0 
84599, 370187, 88, 3, TCP, 21420.0, 0 
68357, 8710773, 47, 4, UDP, 5748.0, 0 
54735, 3323978, 47, 7, TCP, 77441.0, 0 
5941, 2816491, 24, 1, ICMP, 5.0, 0 
55590, 7922988, 64, 1, UDP, 11548.0, 1 
43219, 5238732, 47, 6, TCP, 20258.0, 1 
86410, 5368338, 10, 3, UDP, 14205.0, 0 
22450, 1587983, 5, 8, ICMP, 5.0, 0 
51798, 2673910, 67, 9, UDP, 10016.0, 1 
59043, 8848536, 15, 7, TCP, 1639.0, 1 
95038, 6259291, 85, 6, UDP, 14366.0, 0 
78548, 936395, 30, 8, TCP, 44452.0, 0 
76103, 6802010, 27, 5, ICMP, 6.0, 0 
30919, 7524240, 40, 6, ICMP, 5.0, 0 
27934, 938165, 62, 8, UDP, 15938.0, 1 
72738, 9040894, 64, 8, TCP, 73519.0, 0 
8814, 3502644, 19, 4, TCP, 77881.0, 0 
34810, 3503850, 98, 8, TCP, 36170.0, 1 
99266, 1748724, 73, 4, TCP, 28706.0, 0 
18736, 2588859, 54, 2, UDP, 8855.0, 0 
70700, 6452935, 65, 3, UDP, 1066.0, 0 
45847, 8851711, 30, 8, ICMP, 3.0, 0 
23380, 4829237, 75, 6, TCP, 83748.0, 0 
31842, 5978527, 15, 9, ICMP, 9.0, 0 
70522, 4457736, 75, 9, UDP, 14173.0, 0 
1786, 3974539, 93, 6, TCP, 12510.0, 0 
36079, 6556745, 89, 4, UDP, 6068.0, 0 
83876, 4206117, 28, 1, UDP, 8664.0, 1 
4445, 2841928, 85,1 , ICMP, 7.0, 0 
73703, 1600372, 91, 7, TCP, 85405.0, 0 
47483, 2131982, 84, 4, ICMP, 7.0, 0 
5977, 498523, 0, 6, UDP, 1952.0, 1 
97305, 8257629, 84, 8, UDP, 17040.0, 0 
61838, 5899131, 22, 8, ICMP, 6.0, 0 
8409, 8530161, 84, 8, UDP, 17576.0, 1 
76813, 3964602, 97, 5, UDP, 7021.0, 0
81173, 84064876, 85, 5, ICMP, 1045.0, 0
8734, 21591864, 155, 8, UDP, 8802.0, 0
19249, 50174756, 57, 7, TCP, 278.0, 1
58478, 21352394, 158, 4, ICMP, 1545.0, 0
35685, 36560268, 142, 5, TCP, 4132.0, 1
66969, 63515010, 47, 6, UDP, 650.0, 0 
27399, 14223050, 142, 9, ICMP, 53.0, 0
76507, 48348242, 44, 8, TCP, 7794.0, 0
8183, 94360690, 205, 9, UDP, 7607.0, 0
20945, 83221991, 62, 5, ICMP, 2886.0, 1
8620, 53661972, 216, 6, ICMP, 3455.0, 1
23633, 43972974, 46, 2, UDP, 1550.0, 1
13440, 75902991, 132, 9, ICMP, 1191.0, 0
64920, 48739295, 20, 6, UDP, 731.0, 1
30856, 73804780, 250, 9, ICMP, 9294.0, 0
8732, 94519880, 9, 3, UDP, 8761.0, 0
20244, 43136232, 227, 5, TCP, 3488.0, 0
55841, 42681393, 39, 4, UDP, 1742.0, 0
98579, 85256639, 45, 10, ICMP, 7123.0, 0
66581, 76426090, 145, 3, UDP, 5290.0, 0
34730, 25931109, 192, 3, TCP, 986.0, 0
7246, 59746718, 132, 7, ICMP, 7388.0, 1
34360, 74619253, 81, 10, UDP, 4977.0, 1
77385, 89544286, 131, 8, TCP, 9420.0, 1
47213, 89980255, 156, 7, TCP, 2879.0, 1
1167, 93441527, 149, 9, ICMP, 5892.0, 0
38312, 69735275, 196, 6, TCP, 644.0, 1
12345, 55625825, 118, 2, UDP, 7346.0, 0
62508, 53611882, 111, 6, ICMP, 7954.0, 0
33675, 80310400, 152, 7, ICMP, 2073.0, 0
6929, 40772622, 37, 2, TCP, 858.0, 1
61626, 13877253, 7, 5, UDP, 4177.0, 0
77746, 46217720, 77, 4, ICMP, 3611.0, 0
48604, 51775480, 100, 10, UDP, 2378.0, 0
3074, 85210586, 116, 7, TCP, 6377.0, 1
20572, 73380320, 73, 7, ICMP, 6460.0, 0
54534, 13129799, 64, 3, TCP, 3688.0, 1
51367, 37120374, 243, 1, UDP, 1318.0, 1
4545, 41736191, 67, 8, ICMP, 4306.0, 0
9825, 74780059, 128, 7, UDP, 3024.0, 1
36192, 69737503, 217, 6, UDP, 6683.0, 0
95661, 53524565, 88, 3, ICMP, 1220.0, 0
67253, 51171402, 149, 5, UDP, 3972.0, 1
8027, 93764784, 40, 5, ICMP, 831.0, 0
33024, 84329272, 94, 2, UDP, 973.0, 0
9736, 31448548, 28, 4, ICMP, 4962.0, 1
7454, 88555032, 29, 4, TCP, 8733.0, 1
9243, 34571787, 116, 5, ICMP, 659.0, 1
33653, 58840539, 241, 6, TCP, 983.0, 0
75529, 83102405, 173, 3, ICMP, 4459.0, 0
77271, 37006070, 129, 6, UDP, 1712.0, 0
51156, 98299554, 230, 9, ICMP, 1751.0, 0
37045, 833111600, 82, 4, UDP, 3050.0, 0
57002, 14782912, 81, 7, ICMP, 6924.0, 0
12329, 58517231, 184, 4, TCP, 1937.0, 1
90318, 65886807, 37, 2, ICMP, 5104.0, 1
42068, 11498992, 132, 5, ICMP, 7037.0, 1
84180, 63280839, 134, 7, UDP, 3907.0, 0
34134, 54477160, 55, 9, ICMP, 8078.0, 0
85786, 61304350, 176, 4, ICMP, 7687.0, 0
67758, 56092782, 218, 3, TCP, 5299.0, 1
87298, 61041553, 91, 8, UDP, 4643.0, 1
94993, 73815792, 13, 6, ICMP, 2502.0, 0
53145, 77540120, 15, 3, TCP, 5902.0, 0

97991, 145992199, 668, 5, ICMP, 5675.0, 1
71009, 32406896, 514, 3, TCP, 5040.0, 0
56211, 154855748, 609, 3, ICMP, 4879.0, 1
14052, 15650883, 921, 9, TCP, 6699.0, 0
17030, 181274915, 952, 2, ICMP, 4372.0, 1
77387, 60704140, 687, 6, TCP, 6224.0, 0
13600, 80445602, 811, 5, ICMP, 4101.0, 1
18039, 40645983, 616, 1, TCP, 6476.0, 0
99445, 192407235, 302, 1, ICMP, 5983.0, 1
48908, 167456354, 580, 1, TCP, 4727.0, 0
53418, 4218158, 881, 4, ICMP, 4165.0, 1
